number,zeroes count,ones count,s,p-value,success
8D29B819245D06A4CE54D6995EF349F3ECE8976883021E40B2FD3F4B0074A4AE,134,122,12,0.4532547047537365,PASS
7C6D51E2C9923123AF6527B6315820EF291A6CD105E9E703E50614D08BC3781,139,117,22,0.16913144470267139,PASS
8EA505D14D5658A2106B17B4C488735C74DF472EF4BC52DA084E06F545AFD95F,130,126,4,0.8025873486341526,PASS
8B54070D9D6AFAE0EC523C1D0BBDDF0D2B878D67E01C015911412DE3316DDA0D,133,123,10,0.5319710580974012,PASS
E60515DA5315462AF3AC4BC167596C65B018F8D5BB99EAC573B20FF9D99B2809,127,129,2,0.9005235503397743,PASS
C6ECADCBE935CAF234C499CB073D12D2EEC097AAE1656CBB7DCD51844AE6E8B3,122,134,12,0.4532547047537365,PASS
E0875475C9153823C585C570FD4C74741C0448AAACF1DC682546A57B894F21EC,138,118,20,0.2112995473337106,PASS
DA0D47E56FAF53372452B6EC1F45C02E6AD9A2A31BFC06A273462F34E7B9E4B7,121,135,14,0.38157390570502125,PASS
3CBC7D745650BBA569B9E016D5ABCBE0A5182672CB23B4E9EA28E211558060A7,133,123,10,0.5319710580974012,PASS
32A39635BB6B301AF9D4513D3B30E68F321F1EE999D12D770AAAD6D9DFA4335F,119,137,18,0.2605890342736178,PASS
,256,0,256,1.2777508801076536e-57,FAIL
3667446E19D7B89789F66C024B6127A26E6D3D145CDAA431F600297B71B93D6A,129,127,2,0.9005235503397743,PASS
F755CDC16A75F6BE377F6294BD129272874F1189BAC549236AD8A4CFF5EE3FA4,116,140,24,0.13361440253771617,PASS
18514D1CFB75D1BC8064ECBF6744BAE4905556FB90B594CB89A0D56D30823E5B,130,126,4,0.8025873486341526,PASS
A84ED67F319A9CBDBF026CF91F588E48C4006A4097826AA6D497ED4794E3334F,129,127,2,0.9005235503397743,PASS
F7615CF56802007A7950549285012680F2AE20864DA5AECB867774E53E26334F,139,117,22,0.16913144470267139,PASS
C4E8755AD308046C94CA4269B42EFF24787ACAD6AD411D8A172D1FEFFF8A967B,125,131,6,0.7076604666545525,PASS
8BC85C49949D6BF9C0F1483EA14128B8A0AE88A8242B1C66CE4219054CB274F5,144,112,32,0.04550026389635853,PASS
DEAFBA4BA85FBB5F8CF31E3103101C875A46CA982BCB867430AE487CC33B813F,127,129,2,0.9005235503397743,PASS
9C7C418CE05830BDBFF98C5D1EE1072DC428C4114A6F43088EE36BD38C76E477,132,124,8,0.6170750774519738,PASS
327EF562215EFEC0661FEA164C5074B1AAEB475B0DCEA2146FB1BC03EC923C8D,127,129,2,0.9005235503397743,PASS
F22FCE22D27FC95CE264DAE532D9489E5A2CE69144B8AAA7D148B34E72DE54CC,126,130,4,0.8025873486341526,PASS
1330FE44B09AFA37DE6229AD243BCE9E23E19D0E187878554BF824C0EC095FDD,129,127,2,0.9005235503397743,PASS
ECE678169B1A73EF8E3585747AA0E8504D52941EEC7EE50673B8C579191A6984,129,127,2,0.9005235503397743,PASS
4B746A6F153F2E5826FD51B6542E799A662F47E84381342BD8B5BBBD2CA06B69,124,132,8,0.6170750774519738,PASS
41D0468F59A918F835463FD4C76A96CF3BB3B6EC38364011660995F8BAC344D0,133,123,10,0.5319710580974012,PASS
8B1D7B35603D6744A40ADD4007DD5396A44B7D4F647A3BD9EF2A06148CF964EF,126,130,4,0.8025873486341526,PASS
A62CA1981CDD94B006AAFFE0FB43F7E93021CFB8599ADCEE1D5C42DAB3B0F416,125,131,6,0.7076604666545525,PASS
880F8904FDFE0F5BF4F89B242499EC8E27A81A35431021C9C6A69D270C1030AA,141,115,26,0.10416255883043901,PASS
45C205E0887277C71FDCFCE5B84FBD0D0043FF5E452ED7CAE93C0A0A87A81C24,131,125,6,0.7076604666545525,PASS
6A69958E79501345DCB417CFDFB7E3B70DEE80770116BD89BAFBEAFF594705D7,114,142,28,0.08011831372763423,PASS
9C81039252064F3383B13321565EF07D5034A67D9A8576A81313F3AE95999FD9,133,123,10,0.5319710580974012,PASS
756C7D594579593A3777EB929128C47AB23A9E2E9EB0990E24A1C5FA00C6DBE2,127,129,2,0.9005235503397743,PASS
9E2AF1F667979CF50204EC9B383E1020F3529239ECA1F4C480C393FC008B8F8D,135,121,14,0.38157390570502125,PASS
75AE329D7F1E2F3515D5AAA797871405F7EDEB140EBDF545FA988209541C10FE,122,134,12,0.4532547047537365,PASS
263227A26C4EC0FF6DE6CA1DF0C9E6D8AB6BABE1811DB4B06F10B7C4A9FCB3EC,122,134,12,0.4532547047537365,PASS
75B74B75D06D55BFD15348FDA9C242E716A3D43F81E81800EC8C1570B7B33262,129,127,2,0.9005235503397743,PASS
30A54E2615D15C8BCE251D300E9B5F967DA8B2842355AB26E6DEF4EB970A3E92,129,127,2,0.9005235503397743,PASS
F27613D992AC0434EF04737DDA48683D56EDD00F35794263DA9B5B7599B8061B,127,129,2,0.9005235503397743,PASS
7E75D4AF2F435E4E0251CF4AD8EAD8CED2CCFE043DB3B283023780DF51E1B828,127,129,2,0.9005235503397743,PASS
4733846CF87D83EE9814DC0D33FE642E5D6162E0AD218B9486BC690FF8EB203F,129,127,2,0.9005235503397743,PASS
54EAEBF2640483FC5B5EC8C485F3B162B071BAC8CFC134C052CC9B067C727821,134,122,12,0.4532547047537365,PASS
9E1DE65A9A99F5A1B2188A8C2DAC0AFEB3B2C08C52EC663D829E8C3D4B4C961,134,122,12,0.4532547047537365,PASS
52DCACA98B8B45F3A1137CD3E80E0AA9C99259E7F7174F9EF1915FC1AF11159B,123,133,10,0.5319710580974012,PASS
BCAD1B32A17AC087525BC3E960FB078B529446E56454BED32D3C47F33D8249FA,127,129,2,0.9005235503397743,PASS
725DAD2693F704DEBDD8D348AEF15F1C1E3CD2D8551E3B80A0107C575F47B52B,123,133,10,0.5319710580974012,PASS
B81EFB2949D95A56A6316EF7AFAEE4CD456B84F17EEDEE764BDD3B14412FC215,115,141,26,0.10416255883043901,PASS
D49A272C50B8F8F6CCDE5E46FBDDA88DD4D24362F61B31CB774A2F476894C1B3,122,134,12,0.4532547047537365,PASS
F2D812A5DAAB26B979E57F24D1670F8F7FB95362A6D0FF656EEFC5B0947B5CE4,112,144,32,0.04550026389635853,PASS
2CF23292015CA2FE62805716E7A49D3983AD1F127DE63002C5E850ADE0566259,139,117,22,0.16913144470267139,PASS
2E90CCB89109A5859B07EFBB7AFD59CFEF646AF94EFCADB86E4A10C383AA6014,124,132,8,0.6170750774519738,PASS
F9716D19138B52060B829AF3337FB1BE7C3BDEF845CB0107AC5D37BB657A6BF9,117,139,22,0.16913144470267139,PASS
82AA24FA9F74F6FFBB8AF26BA8400C915B27644BEB6E14B38CA691400D9288C5,133,123,10,0.5319710580974012,PASS
F04361D23276C6E1B269A63CA57F447D234CDFFAB9DAAD56934866919BAC4986,125,131,6,0.7076604666545525,PASS
BB44617078384C25C5F27710549B4ABAD478A40B7CB41CE2B59483D3A7CF6122,135,121,14,0.38157390570502125,PASS
33A600AFDB2166FD7F4BEF3DC1C4462C1473FAB5D18C51562DE91A77E8C3308E,124,132,8,0.6170750774519738,PASS
E03664F4A4F10CA77F71FE9F3C76090535A22DA93D74E80B5D9C5155E5AD7337,122,134,12,0.4532547047537365,PASS
D2BDAA34C09A7356A9C473B3375FCC6B6FA8BDE25CB6C648ACFBD2610079D9BD,119,137,18,0.2605890342736178,PASS
31E4DCA33B34F6E40D0C0EBBA163FA0685A84D3F2B945538EC3DF2454304BF77,128,128,0,1.0,PASS
77DCF32FF4FD72606F6B767FFF28C18934D2D1C4A3C3006E9DF938E557FC986B,112,144,32,0.04550026389635853,PASS
C5B4ED29F735CA253D6DCE291DA214B7E6D1511589E2CA37447F8AD440308225,133,123,10,0.5319710580974012,PASS
FD2885EF4A0AFA5C14DEF19350E9AC08C4B315434BA7A12FD3B1E74D68F5A514,128,128,0,1.0,PASS
88ADDCB25A2A030C047D4CE398534ED0106FB6E03B6F87D76D111267387EBE53,131,125,6,0.7076604666545525,PASS
7DB3A81F5AC1ADE49347A05149DD9DCA1E7CE2A45FC857BC798017282660CCAD,129,127,2,0.9005235503397743,PASS
7D14A7B539C4718921E51B14DD2BF097BB4298FB057869B9687B29D3A9920C70,130,126,4,0.8025873486341526,PASS
2EDB481ABB7913DEB96E07D392141757510562208E46B799F97B91BC5BB183CD,126,130,4,0.8025873486341526,PASS
8AEB6DD69E6457CCE450FDF98DEEFA253DD4633AEF8A1BB1BC176BE56A8D60FB,111,145,34,0.03358661289689768,PASS
7FAF42F4CE93BD5A1243F783F36B2189DE1DEE2F2D9706F84B4266F14D604BD2,120,136,16,0.31731050786291404,PASS
22A1C44D3015F0914476E05E737843B636D7B50A963723317E798F7185F034F6,132,124,8,0.6170750774519738,PASS
A2EACC51272CC5A12CCF87EF6A9449B1B72EC6A17B6E892AC3F7F8E8141DFC88,125,131,6,0.7076604666545525,PASS
,256,0,256,1.2777508801076536e-57,FAIL
5299E1C536B4E876236D4B27DDB87BC8DFDF2361F52B69DF04A217349E158ACB,121,135,14,0.38157390570502125,PASS
8EEFE85B20F81A398DBD86229BE958E1600B52F74466E64B92C7B60524516F79,130,126,4,0.8025873486341526,PASS
F773109C028986931968E7615390E847E8438CB4A8ABDA6B52EF3F7A0C826C0C,136,120,16,0.31731050786291404,PASS
D63BD6EF94D055E83CCC38A1F96A918B0A52F2CF8B0D38C584C5A4FFB0A054B6,129,127,2,0.9005235503397743,PASS
7922918C8BA8AF03DE45F16E4E62D0DB4B447A336F7331F2A8873BBF3E5B7D3F,118,138,20,0.2112995473337106,PASS
B7146053FC3487B7619848E3D3CEE91F1FA5D1365898DA79D23AD88C4AE8FF95,123,133,10,0.5319710580974012,PASS
3BA1C2660155C6EC083A95DC443F11D7BEA61400EF94782B58E5DE0DD680A61B,136,120,16,0.31731050786291404,PASS
C89A737EA9EC025DE2E9BB16A1D30717ABD0359D27E4877DB42EBB584CFD2F65,119,137,18,0.2605890342736178,PASS
7C5515E91C0AF32E9E47BE8FF59529726BB47CBE48BD976D49CF492E3575A57,117,139,22,0.16913144470267139,PASS
EE9E2BD81AEBB3A967A78EB49988A2ED5FCA8D539DC0315E6E37ECCDC2006EE9,120,136,16,0.31731050786291404,PASS
24BA78FC594FC40DA66E4B49E956F4252739502BB8F18C6A38CA721846520D70,136,120,16,0.31731050786291404,PASS
916CB33815DC42D5153AD69C125837273A055B862F14A45976669607AC8A7074,138,118,20,0.2112995473337106,PASS
B02386F90C8978331B61C4CA8316FCCEB0580E08512E9B15A5DC1CC14CD78246,143,113,30,0.060792723530522785,PASS
CADF993BE849048BD01D1845C0819B70141E45F0C6FFC76F48DB73BC92CE83B4,131,125,6,0.7076604666545525,PASS
6F9497C0C340EF297E2D4C9F505EFC166656A537C3E79C67A6555032C2722234,129,127,2,0.9005235503397743,PASS
E2DB2B4B6C66E8F45975B78A163346E02A40110B67E90254F51CEA03F5BF2417,132,124,8,0.6170750774519738,PASS
9D8C2F89B656B26BBD706199860783ABD40766F351569BB8EF370F0AC53E405F,125,131,6,0.7076604666545525,PASS
22A18AEF2EB0DA79EB3E59AD5CE8C74CB3BBA4183E8B22912751976A6F8653A4,126,130,4,0.8025873486341526,PASS
8FAF0899268D7483842B0B7EBED84B12C40DE830BDA6AC8EC03EF4E0EB344021,138,118,20,0.2112995473337106,PASS
160D5ABABB8D84E961065A4E4C83ABE271657AA2E9C4625DC42942740D3010EB,140,116,24,0.13361440253771617,PASS
F395A4EAB128D9E1C4D5ED2614366CF725DC339B443A0C9511F5AE49FC2D3A59,126,130,4,0.8025873486341526,PASS
DDCC769E63E885DC440F1E4883ED5D05A974E0E7E8ACD5839BB7C1C534BE8BFD,121,135,14,0.38157390570502125,PASS
5E8B5B79EABB8CEE4ABCCE5B590A01A0DF0FBE1A55393310F66EDF6AE41DFED5,115,141,26,0.10416255883043901,PASS
5E54B195347848D258286CC5384EC41FB540546D6CB24891E4442A65439516DB,143,113,30,0.060792723530522785,PASS
A38769031C23FCB400927ECC641A5907E4E39EC491A5DA99B5D828473524FCAE,135,121,14,0.38157390570502125,PASS
1BD8F71CCA0861B8D6FD2EEFB6E305F8E132E88BA9ED883D0A2AE62ADA39C168,126,130,4,0.8025873486341526,PASS
2A791576F2D6C45FF6B9F4C1BA113ABA911DF8760E39DF29DBABC312FF7625A6,115,141,26,0.10416255883043901,PASS
CD0FBF8D37E2916492753B6BBE34E919391272E36CF6418998815994A30F6035,130,126,4,0.8025873486341526,PASS
E66FB5FC37277692ED5520502F4CE651BE99DFA16619A2D54BCD947691F1FF0D,117,139,22,0.16913144470267139,PASS
2B5AD05A3A58F1A2135E1E402E7F5B6F5EC4E2D5A8E27D21CA267EB8A8DF6955,124,132,8,0.6170750774519738,PASS
7CB49978A0693EAA12CE11C262EA240B858BBB831CDA71D718091135A1B40DA9,141,115,26,0.10416255883043901,PASS
109A020C5DE403C64AD8792C39EE4EC6602E7B35B2704A5FFF304DC58E622CF7,133,123,10,0.5319710580974012,PASS
468C65ED5D37CDE4D9D135FCBB3238EA66767B54A589789CAFAB05B67305517F,117,139,22,0.16913144470267139,PASS
E0AC0065110B24404AF7C05304AAC4B287B9FFA5688D4EB58A12A869E34B7F6B,139,117,22,0.16913144470267139,PASS
9E498A0ED9AC798968CE4CD74DDA5515F351043C26DF82F73D1B816D18096293,132,124,8,0.6170750774519738,PASS
7524E62D718FB5D684DCCE9F61CF79EFC54BD47E78F3F68AB2625334EE0846D0,118,138,20,0.2112995473337106,PASS
2E1BBC4C60767C81E72A8236E6DD48C6DA30E972F3DF665D19AC2AA823DA0A4B,129,127,2,0.9005235503397743,PASS
B038833C1A0C54CB49AC3170478729A403A3B34FCCFC17AF91F55F747EC87E5F,127,129,2,0.9005235503397743,PASS
2795307B10B5C7CC8BDDF0EFDC8F68EBC0E107BECCDD0FF57360976CDB5D3E20,117,139,22,0.16913144470267139,PASS
834564D28CFA983396E669E4A55E9CCB2492B9306659584EC64C5468A4980DF5,137,119,18,0.2605890342736178,PASS
242D3EBEEC8E57F111EE5A6DAC9E53E35C94BB0EF10EBEBEABC2C5F6B6986726,115,141,26,0.10416255883043901,PASS
2948545B9D0B207CCE1072714344FDEF3CF356D031559DAD115230E10A5946D7,136,120,16,0.31731050786291404,PASS
C807243386E569003FDEE62CF8C6B082E4BCD675FDE86AE66BD58AACF8052125,130,126,4,0.8025873486341526,PASS
F7F27717D531FCBB1B860D1C0730BD2110BC88DF35AA976EE4E8221C02A34E61,130,126,4,0.8025873486341526,PASS
4DB86FAFAF219039C1247F90B4EF3ED7C46203CA58D706B143A6239B105719A8,132,124,8,0.6170750774519738,PASS
8E4DAE1C50E93B17764DB2CC2BAB81D86E7025E563B8C67D24CD896C77386569,127,129,2,0.9005235503397743,PASS
3B02EF166C1FC1E09EDF20F95451CE6CD5248119F861A9725C0957629C5B4C44,135,121,14,0.38157390570502125,PASS
999B484EB99736B5CDBE1EC97FA8E11029526D26913E7237A993691509F046F9,127,129,2,0.9005235503397743,PASS
3972E5DD1670A4C67DE1CBDD41E48792B657336A8E18094A51C50B65A13E5CB4,131,125,6,0.7076604666545525,PASS
9795182F92340C623CEA4A8101B7E6824FB953ACFD8F0428DB3500AA60D32493,141,115,26,0.10416255883043901,PASS
9C399A0E5769413BABBA153D53BF543105B505A5D2AEFA045995EFAAEE8294A9,127,129,2,0.9005235503397743,PASS
3F82E73A88C8DAD59D8D9A9559F29DE8B4F60CE90DF2FF65203FFDA2AB0DC10C,121,135,14,0.38157390570502125,PASS
684A3C3A7A1E3CEC05BFF9649679BD526E40E520E287B233BF2C50773AFAB474,124,132,8,0.6170750774519738,PASS
D6ECF3CDA843BC040BFA83A56850FCF9097AD15FFAA35F3DEE8DAC47D7D7D571,113,143,30,0.060792723530522785,PASS
F5E990B8AE1772F489C61E7A5CA88710A8B8DA610F94059C7F9CBE568B98B3E0,129,127,2,0.9005235503397743,PASS
D13386B0FE6968C0B58E9A88D9A8613B6C59AA8941D1433060575EE10A78296F,138,118,20,0.2112995473337106,PASS
93FCE0846C33BACABB9BCB3B7FE6EDD57E7E8E585D2A271660E40FEBB20E22A5,117,139,22,0.16913144470267139,PASS
D3437A6B3C0D1EDF4D077A9B7497228DC362A00D2EDC52D4B56BFCABEA14A0E6,125,131,6,0.7076604666545525,PASS
F5148648370C2DA16F43FF9E2F87C6C721E886A0E57A275135B46798DD90D8F4,128,128,0,1.0,PASS
E835B863F35171711852170F0477666CE72B393ECB1C8B0D0EC6ED8342CC1B2E,131,125,6,0.7076604666545525,PASS
A4C1E75477B610B4DA655890FF95ED3369EB32A0D035BC56CA5ADB9D78F5C1B7,120,136,16,0.31731050786291404,PASS
1776394B749D6CE936F1D42FAD8713F1516E70B7EB63CCA858ACCB12C5E2D2BA,121,135,14,0.38157390570502125,PASS
72BE49008C0F3D3F0065C7CC5935BAD25FFD62C53808D1285F89B083ED57D92,133,123,10,0.5319710580974012,PASS
2288F70BCE8B0C50A64A5847A8BB13BD4818FA2A40A2034364F1FFBFB3DB8C57,133,123,10,0.5319710580974012,PASS
79B38670E2D82E4EE91AF85929CDDD3E41E8BD48B7DC89CBCBD19F8F5A950C16,122,134,12,0.4532547047537365,PASS
34ECE8056AF10A1ADC9AA54924F9444BFCAFEFD6E405D82FD067ED1ADF957A88,124,132,8,0.6170750774519738,PASS
4A9289B2CB28E76EDF00764EC0D1E31F31B898C2594D3D003735120F493B0ABB,136,120,16,0.31731050786291404,PASS
2737B743C7E2C70246F47FAF210C2459B9E769AEFCF982780419DD7C0B4E7785,123,133,10,0.5319710580974012,PASS
97006EF3623D5B26E8E3D08A69FB7A89C6E60F5CF976C0826920CA22D11717DA,130,126,4,0.8025873486341526,PASS
903B46679157433E254C4140E449627076766A3510052A38B75C6F264623077F,141,115,26,0.10416255883043901,PASS
AC4596AB7E80451E78CE15EFB55B5478CF35D72383A46B9F671F0942C20837BE,125,131,6,0.7076604666545525,PASS
BFB1626E4A58431E8A3694F31AF11C32B5E3702A5609BABFF00A0718AD98F628,133,123,10,0.5319710580974012,PASS
DDE3E9CC81E202D188D617D10F08F81559500CD4A8F71BB4100AB541F5ABA91B,138,118,20,0.2112995473337106,PASS
CB5B1915CC2522798E55502DCC31FEBDA3518AEB3A0FE0F8ED964A4B52372D4E,127,129,2,0.9005235503397743,PASS
B63CD515D839555C664198F87DC63E6672956AC793BDB64A34C51C48852CE0D6,129,127,2,0.9005235503397743,PASS
43656E76619318270CD82BAD83F367016664F7ECF74A0DECDB1A393D8BC76A3A,124,132,8,0.6170750774519738,PASS
236BD2B0C1BA5A16E4C9123449B3A69A5C86E43E1AE771FB52E1A4E3E3B21003,134,122,12,0.4532547047537365,PASS
741DA203ED2BE01B3E78F6C99D9655830DBC17EC0D3CC207D83C6109CA46EF5,132,124,8,0.6170750774519738,PASS
A451C3380D7A15AF9D8B4F4B3F4F7DBABB0E6659CFF7FD5331B091E9F75345C4,114,142,28,0.08011831372763423,PASS
5A4203721E5433B6E36267EA84237278F1AB9839ED8FAAEE2D836853992D26D1,130,126,4,0.8025873486341526,PASS
709B9646DCB9EB82E482EE59A39BD9A8EA241ACDB95D6D0D8AE55085D5ECA158,128,128,0,1.0,PASS
17BE8914BA00B8E6257F23929549BB5AFA154D2F773F665E2C0FCBCC0927E7D4,123,133,10,0.5319710580974012,PASS
D861BFC9E266EB1571C174A5052EC14B956B03B9239EFA7D5C3DC55723EDD21F,121,135,14,0.38157390570502125,PASS
2353FE134F8D6048EE3EFF3EC69B13D295EAE66CC61C96E596160E97743CB75B,118,138,20,0.2112995473337106,PASS
3E354764D794B70EC103CFDC1BDCC8F49A737AAE8224F64D5BA134369140217C,130,126,4,0.8025873486341526,PASS
677C20275165D1122F077326E70FC699BD546B6111954D7DAEB53C9825AAEE78,127,129,2,0.9005235503397743,PASS
823BC5AB7849523262E851D115EEB5DACA6490EF20E14B20DD88CD3E8F68CAB6,133,123,10,0.5319710580974012,PASS
6AC8CB777F217721E3C83E93337F95371D139C961F25EEE16D3C3096A1BD22B6,120,136,16,0.31731050786291404,PASS
DF19D6D083BFA5120AFC942C20265E6629D57C76B79F39AE2FE09BB06A13091,130,126,4,0.8025873486341526,PASS
A83E87DE326F484283B032E8FF2C0235C173771E5EF7E795CA8695A352178EFD,123,133,10,0.5319710580974012,PASS
6AD6309477C0F160FD99677509872FF70217EF9F2F9742359AB565F3DCE25957,117,139,22,0.16913144470267139,PASS
1D7953E5C9D4247DAE2F6B99AC5305B839BE4E61F6D6EE2BCCE15269F10050A9,125,131,6,0.7076604666545525,PASS
85A41D5A045525BA2CEB4FE44448311A8BD0C788F4A73CB9312AACFCACF8E7EF,130,126,4,0.8025873486341526,PASS
ACEBF69A034AFBF4EDB194DFB31A68186DEBB3A850EA155C974A157CD9015339,123,133,10,0.5319710580974012,PASS
3C09FD26415329DC14D4F20D6947ACA45FE5DACF6D4E9D5A100C0C8931E3DC2F,131,125,6,0.7076604666545525,PASS
6458E2F344892A16E7C93AB36A834B0B5043E0C1360011AFB78E127D6E7A3DA9,136,120,16,0.31731050786291404,PASS
5A09BA42E5C3652CA8E2916BA9E1077079579B9E79A6D61CD1AA9FA04C8659AA,131,125,6,0.7076604666545525,PASS
76DC3E8E8354119570265C6D8857C0CC11A861D1B4918BE4B5F05F75E1E2A5CE,133,123,10,0.5319710580974012,PASS
FF61172116D6BF0D0DA70A180955F352B8665F448E50A7CEDDD484B1D2C3F9C5,128,128,0,1.0,PASS
7A15F2CDA5060F9D6AECD0CD14F81DCBFBCC6A0F5E8E4F355E6820D229E79426,125,131,6,0.7076604666545525,PASS
4A80C4D3BA0E1CFF51F1F4F47C45F1757130330BC8803CB9F0A236317521D180,137,119,18,0.2605890342736178,PASS
5CBA502E3A9CB45ADB1E12456BD4C920261F28C817B3C8D6BDB0DB263A31A6AE,132,124,8,0.6170750774519738,PASS
2F62EA9A277B211DD1166C64B0183C462B3BE379C0B6AE95AA730E8A133AB098,134,122,12,0.4532547047537365,PASS
9A2051AE1FC0040E34FF95691B113755A9D213862DE9B38674369B0ED4A102AF,137,119,18,0.2605890342736178,PASS
80E1CB2488A9F55F5E5AE2CCE79E52E938B90BFA8222FBD3DACFDCA8697F5196,120,136,16,0.31731050786291404,PASS
141B798E2DCE83A111D5734B65F85E1F5198921AC453602DE66A99DF4CDB1993,130,126,4,0.8025873486341526,PASS
EA277201D6DCD73B54F0E5F76EA96AEC08BCA5DA663348625CE72CD3FFE179CC,117,139,22,0.16913144470267139,PASS
5D5D2F31D9211CBA9CC87D953F2076468D2A10E59FA47158A5D01AB45CA640EF,132,124,8,0.6170750774519738,PASS
C057933E17376C542E1AA9027AFD6F9C3195A310A1EE62302E157AADD68E6BDD,127,129,2,0.9005235503397743,PASS
4CDC51CF45FBE21B5A3DACCFEEC50C6F314B69840B69F53B4C65A465C59B3FCC,120,136,16,0.31731050786291404,PASS
68F80D0A2BDF70AFC700F547C1A1DEE4E45ECF3C3F626732F0A983E21FC4C279,125,131,6,0.7076604666545525,PASS
35FCB7EEB8DEDB9F8C8745A2217B89E0058A1496CAB539D35A133094FD5505EC,126,130,4,0.8025873486341526,PASS
383B7FD2ADD3DDED6AC76376351D1446CC28E716D26B57B62B193211E990B22F,122,134,12,0.4532547047537365,PASS
144841273E11E5470DA720DE2EFB125133FA81E1494038A28BBE18E064D22B48,145,111,34,0.03358661289689768,PASS
3A0D4A5321C5F5F40123715E02CCC38576F5F068CD69A8D3EB2671CD79C4A6F4,130,126,4,0.8025873486341526,PASS
27F6D467143AE4746BB141734EA7A9B70F611B28DB0C5984CF1C35311331DE73,128,128,0,1.0,PASS
7D0E9D7DF971034AA54D3857A79E37E635DEB0142FE20B2B36CF530FB6D07D81,120,136,16,0.31731050786291404,PASS
DEC7F6B0144D09573A7A1F05029005869AEF87BB70BE125E585A2B7433DB27ED,127,129,2,0.9005235503397743,PASS
117BFC75FDFC65967CDF0BFBA91F9B3A1BA4B2B1A8E6D4CB262F32BD3AF1E8F3,108,148,40,0.0124193306515523,PASS
B95A86182C5EF19C4653F770BDEC9CB2736F797F943B3039A441B125A967FF6D,118,138,20,0.2112995473337106,PASS
E946A702D36378A9C3DE1281E71106C6A7A60B9666C583CCE370B4B7AEE809D4,133,123,10,0.5319710580974012,PASS
8D61BDBE873CF0C7DFCB70EEB69071319FA73667B7D634DA0109CBE8C899D699,118,138,20,0.2112995473337106,PASS
39604CF71E4E93C49178D6F26A11C1C09B4BC9BE8728B84298247B221A52D05F,138,118,20,0.2112995473337106,PASS
7E37724C2C9BA6BBA6FEF7266BE0DF4688A0A10DF18C18DE170C182859DA1A3A,129,127,2,0.9005235503397743,PASS
513049360ED1C50FD9BB7112A292C65B764EC33C08C16B0A7F78F570247CE2CE,133,123,10,0.5319710580974012,PASS
7268A74EABE24E268277E99274889CCC610E2BA87CE09D67C6A03DBD344A02EC,134,122,12,0.4532547047537365,PASS
A11B0E5F1D1DC170A00F06BA6AB885116A24A349F3BD678571FDE37A19826923,134,122,12,0.4532547047537365,PASS
C12D71C352426141173975C1000047186712D239C6982884121D980C41E760D4,158,98,60,0.00017683457040160787,FAIL
26A03096BD09FFAF2E2DE47F35EBBE32229AF955165313679DEFDCA6286F3A8F,116,140,24,0.13361440253771617,PASS
C5B12FE045975BD1132F437E51D7C70F33ABC6FE1698B593C9CA20B9BD89CE9E,120,136,16,0.31731050786291404,PASS
1EC7F1EC025632B2CA872DB55824160A079205C8565C877DED3834530046F3B2,140,116,24,0.13361440253771617,PASS
25069EB564414D36ABFCC3D68D69C4C386E845A5DB18F953E1694D80998ED542,133,123,10,0.5319710580974012,PASS
4270DDAC9644980105B76AFAC718AF8E1E1EEF720EBC6A57FD27DA09A0926662,130,126,4,0.8025873486341526,PASS
ADAC14E07840A7EF6356C6E624895AEF105DE3867D5181C75E16B79CADC5CB4A,127,129,2,0.9005235503397743,PASS
6F5E66556A362459DB44DBC1B5B8CD0B8A97BC3615AF225154BB9773FDEA1166,121,135,14,0.38157390570502125,PASS
68401D722B0350C7BB55FAD5FF4EA324F336A498E9C21443F58DD5138988CEC3,131,125,6,0.7076604666545525,PASS
29F171E2E87E0565B95EB027092D5BAD5B3D1813C0413005EDF57889A962E880,137,119,18,0.2605890342736178,PASS
E42F154670634105510953A3A4E2F2BE5B7DBB86839FD2901753DADE4E21338C,132,124,8,0.6170750774519738,PASS
130773367AD20E610C3675AC7C44D79D0FD417D5F50EB633830845B0D2F9F670,129,127,2,0.9005235503397743,PASS
23571DB0E57FBF7BF04286AC9194D6BACF920700CBA11AD51B841DE08040918F,136,120,16,0.31731050786291404,PASS
B54421389114603D0CD8D673597B56CE1E9533C246AE8023FBB8378E24275C2A,137,119,18,0.2605890342736178,PASS
9CEF99488D42B2CBBBD9840167B01FBF4CCE4B0CAA6DFF46E23F252489429491,130,126,4,0.8025873486341526,PASS
1D372EF8D3FC316039B3E8CEC4645F341B379FD221569401C0EAE672E1FE4B07,126,130,4,0.8025873486341526,PASS
14035E9955D3C7EC5DAD324DE078181DFB1B73448F0D6CC0E2ED315792C5B9D7,126,130,4,0.8025873486341526,PASS
EB04047FC878C2B6DD7A0F7B0CA31595748DED7B014EAEDB2E010650F4A15A86,132,124,8,0.6170750774519738,PASS
4B682348E831EADA6E1F98DF6084A4F78247E6815D3F3F1E2ECDF6322092CCCF,127,129,2,0.9005235503397743,PASS
BD882FE09658F99CC162CE6FCFE11B2D8E9F0BF7FC4E191D098ED4A904AF34C8,124,132,8,0.6170750774519738,PASS
970B3535037058B14614093842F1EE882DABB30BA98773715DDCBFCFCFD6421E,129,127,2,0.9005235503397743,PASS
8FC6A93FA2248C0704E740B947EE3C0556B6C5BB37E0ADBCE9B93D53ECCF64EA,122,134,12,0.4532547047537365,PASS
